,Id,Genere,FranjaEdat,NumVoluntariats,Social,Cultural,Ambiental,Educatiu
2408,2408,1,6,3,1,1,0,0
2056,2056,0,6,2,0,1,0,1
5395,5395,1,7,3,1,1,1,0
2253,2253,0,7,3,0,0,1,0
1770,1770,0,8,5,0,0,0,1
5238,5238,0,9,6,1,1,0,0
4333,4333,0,6,3,0,0,1,0
7466,7466,0,8,0,1,1,1,1
7957,7957,1,6,2,1,1,1,0
855,855,2,7,17,0,0,1,1
4183,4183,0,7,6,0,1,0,0
3938,3938,0,6,3,1,0,1,1
4007,4007,0,6,3,1,1,1,0
1867,1867,0,8,5,1,0,1,0
3737,3737,1,6,6,1,0,1,1
1776,1776,0,8,5,0,1,0,1
1642,1642,0,8,5,0,0,1,1
891,891,1,9,14,0,0,0,1
7460,7460,0,8,0,1,1,0,1
443,443,0,9,3,0,0,1,1
67,67,1,9,2,0,0,0,0
1729,1729,1,7,2,0,0,1,0
5026,5026,1,9,5,0,1,0,0
8044,8044,1,7,0,1,1,1,0
6164,6164,0,9,1,0,0,1,0
843,843,0,6,15,1,1,1,1
7897,7897,0,8,0,1,1,1,0
5108,5108,0,7,6,1,0,0,0
1926,1926,0,7,4,1,0,1,1
5308,5308,1,7,4,1,1,1,0
2772,2772,0,7,3,0,1,1,1
3317,3317,1,7,4,0,1,0,1
1394,1394,0,6,6,1,0,0,1
7467,7467,0,8,2,0,1,1,1
4086,4086,1,7,3,1,0,0,0
3430,3430,1,7,5,0,0,1,1
4470,4470,1,8,2,0,1,0,0
4050,4050,1,7,6,1,1,1,0
4056,4056,0,8,3,0,1,1,0
641,641,0,6,12,0,0,0,1
2716,2716,0,6,4,1,1,0,1
7877,7877,0,8,1,1,1,1,0
3395,3395,1,6,3,0,0,1,1
4596,4596,1,6,2,1,1,1,0
1013,1013,1,8,9,0,1,0,1
1945,1945,1,7,2,1,0,0,1
5976,5976,0,8,4,1,0,0,0
5046,5046,0,8,3,0,1,0,0
3137,3137,0,6,3,1,1,0,0
920,920,1,6,15,0,0,1,1
7705,7705,1,8,0,0,1,0,0
6203,6203,1,8,4,1,0,1,0
636,636,0,8,2,1,1,1,0
8040,8040,1,6,2,0,1,0,0
6155,6155,0,8,5,0,0,1,0
4414,4414,0,6,3,0,1,1,0
8188,8188,0,8,1,0,1,1,0
3090,3090,0,6,2,0,1,0,0
77,77,1,9,4,0,1,1,0
5922,5922,1,7,1,1,1,0,0
4356,4356,0,8,1,0,0,1,0
6099,6099,1,8,3,1,1,0,0
5647,5647,0,7,2,0,1,1,0
6675,6675,0,8,0,1,0,0,1
6790,6790,1,9,2,0,1,1,0
2780,2780,1,6,5,0,0,0,0
6804,6804,1,8,0,0,1,0,1
3109,3109,0,6,5,0,0,0,0
1950,1950,0,8,4,0,1,1,1
1789,1789,0,8,3,0,0,1,1
6296,6296,1,8,3,0,0,1,0
4137,4137,0,8,1,0,1,0,0
1885,1885,1,8,1,0,1,0,0
4102,4102,0,8,5,1,0,0,0
1330,1330,0,8,3,1,0,0,1
4705,4705,1,8,5,0,0,1,1
7706,7706,0,6,1,0,1,1,0
2974,2974,1,6,3,1,1,0,0
7519,7519,1,6,2,0,1,0,0
27,27,0,6,3,1,1,1,0
6397,6397,1,6,5,1,1,0,0
2638,2638,1,6,5,0,1,0,0
3910,3910,0,6,6,1,1,0,1
5978,5978,1,8,1,1,1,0,0
6085,6085,0,7,1,0,0,1,0
3535,3535,1,7,5,0,0,0,0
2841,2841,1,7,2,1,0,0,0
4643,4643,0,6,6,0,0,1,0
3794,3794,1,8,2,1,1,1,1
5061,5061,1,8,4,1,0,0,0
2977,2977,1,6,5,0,1,0,0
6519,6519,0,9,3,1,1,1,0
2070,2070,1,6,4,0,0,0,1
5935,5935,1,9,2,0,1,1,0
7387,7387,1,8,1,1,1,0,1
3922,3922,1,6,5,0,1,1,0
1561,1561,0,7,5,1,0,1,1
5886,5886,0,8,1,0,1,1,0
662,662,2,8,18,1,1,1,0
4885,4885,1,8,3,0,0,0,1
2946,2946,1,6,4,0,1,0,0
6965,6965,1,9,2,0,0,1,1
2128,2128,0,6,5,1,0,0,0
6243,6243,0,8,1,1,1,1,0
5309,5309,0,6,1,1,0,0,0
4220,4220,0,6,3,0,1,1,0
6300,6300,1,8,5,0,0,0,0
8068,8068,1,6,0,1,1,1,0
1106,1106,0,6,1,1,0,1,1
5658,5658,0,6,4,1,1,1,0
3976,3976,0,7,6,0,1,0,0
3177,3177,1,6,4,0,0,1,0
2581,2581,1,6,2,0,1,1,1
2984,2984,0,6,4,0,0,0,1
6830,6830,1,8,2,1,0,0,1
464,464,1,9,3,1,0,1,0
7439,7439,0,9,0,0,1,0,0
7934,7934,0,6,2,1,1,1,0
2852,2852,0,7,4,1,1,0,1
6271,6271,0,7,1,1,0,0,0
2881,2881,0,6,4,0,0,0,0
7080,7080,1,9,0,1,1,0,0
4811,4811,1,8,1,0,0,0,1
7945,7945,1,8,1,1,1,0,0
5074,5074,1,6,5,0,1,0,0
6005,6005,1,9,3,1,1,1,0
6212,6212,1,7,2,1,1,0,0
1475,1475,0,7,6,1,1,1,1
2618,2618,1,6,3,0,1,1,1
4611,4611,1,7,2,0,0,0,0
3599,3599,0,7,4,0,0,0,0
6909,6909,1,9,2,0,1,1,0
2981,2981,0,6,5,1,1,0,0
4693,4693,1,8,4,1,0,1,1
5407,5407,0,7,2,1,1,0,0
3455,3455,1,6,3,1,0,1,0
7140,7140,0,8,2,0,1,1,1
7943,7943,1,8,1,0,1,0,0
990,990,1,9,10,0,0,1,1
1695,1695,1,7,3,0,1,1,0
2958,2958,1,7,3,0,1,0,1
2758,2758,0,7,2,1,0,0,0
2550,2550,1,6,2,0,1,0,1
3342,3342,1,6,4,0,0,1,0
4089,4089,0,6,6,0,1,0,1
5630,5630,1,9,2,1,0,0,0
889,889,1,6,10,1,1,1,0
5418,5418,0,9,4,1,1,1,0
6896,6896,0,9,3,1,1,0,0
1264,1264,0,8,2,1,1,1,0
6703,6703,0,9,3,0,1,0,1
2740,2740,0,6,3,1,0,0,1
2970,2970,1,6,5,1,0,0,0
7253,7253,0,8,1,1,1,0,1
1918,1918,0,7,2,1,0,0,1
7753,7753,1,8,1,1,1,0,0
5233,5233,1,7,3,1,1,1,0
4451,4451,0,8,7,1,1,1,0
1035,1035,0,8,3,1,0,1,1
6659,6659,0,9,3,0,1,0,0
3655,3655,0,6,6,1,1,0,1
6879,6879,0,8,2,0,1,1,1
3968,3968,1,7,1,0,0,0,0
4744,4744,1,7,3,1,0,1,1
5365,5365,0,9,2,0,0,1,0
5413,5413,1,8,4,1,0,1,0
6941,6941,1,9,3,0,0,0,1
7887,7887,1,8,1,1,1,1,0
236,236,0,7,4,1,1,1,0
1541,1541,1,7,1,1,0,1,0
7358,7358,1,8,0,1,1,1,1
2116,2116,0,7,4,0,1,1,0
1258,1258,0,7,4,1,1,1,1
8265,8265,1,6,2,1,1,1,0
1742,1742,0,8,2,1,1,0,1
2024,2024,0,6,5,0,1,0,0
4353,4353,0,8,4,1,1,0,1
1284,1284,0,8,10,0,1,1,0
7958,7958,1,7,2,1,1,1,0
1943,1943,0,7,2,1,1,1,0
3492,3492,0,7,2,1,0,1,1
6492,6492,0,8,5,0,1,0,0
6957,6957,1,8,0,0,0,0,1
7313,7313,1,9,0,0,1,1,1
363,363,1,6,5,0,1,0,1
6627,6627,0,8,1,0,0,1,0
1632,1632,0,8,5,0,1,0,0
6412,6412,1,6,2,0,1,0,0
4912,4912,0,6,7,0,0,1,1
7076,7076,1,9,0,0,1,1,1
5205,5205,0,7,1,0,0,0,0
7041,7041,1,9,0,1,1,1,0
2698,2698,1,7,5,1,1,0,1
6356,6356,1,9,6,0,0,0,0
6106,6106,0,6,1,1,0,0,0
7564,7564,1,6,2,1,1,0,0
1003,1003,1,6,10,0,0,1,0
5311,5311,1,8,6,0,1,1,0
2963,2963,1,6,2,1,0,0,0
1806,1806,0,7,3,1,0,0,0
6168,6168,1,8,5,1,0,1,0
4986,4986,1,7,3,1,0,1,1
795,795,0,7,6,0,1,0,1
1020,1020,0,8,9,1,1,1,1
7128,7128,0,9,1,1,1,0,1
496,496,0,8,3,1,1,0,0
64,64,1,9,3,0,1,0,1
931,931,1,6,6,1,1,0,0
6773,6773,1,8,2,1,1,0,0
7448,7448,1,9,2,0,1,0,1
4005,4005,1,7,7,1,0,1,0
6704,6704,0,8,3,1,1,0,1
8180,8180,0,7,0,1,1,1,0
2662,2662,0,6,2,0,0,1,0
3258,3258,1,7,5,0,1,1,0
6482,6482,0,7,1,0,1,1,0
6726,6726,0,9,0,1,0,1,1
4225,4225,1,6,7,0,0,0,1
861,861,2,6,2,0,1,0,1
1508,1508,0,7,2,1,1,1,1
7120,7120,1,8,2,1,1,0,0
8177,8177,1,8,0,0,1,0,0
3422,3422,0,7,2,1,0,0,1
8081,8081,0,6,1,0,1,0,0
1753,1753,0,7,2,0,1,0,1
8151,8151,0,7,0,1,1,1,0
4515,4515,0,7,5,0,0,1,0
7093,7093,1,8,2,1,1,1,1
2412,2412,0,6,3,0,0,1,1
3750,3750,1,8,3,0,1,1,0
6978,6978,1,8,0,1,1,0,1
608,608,2,6,13,1,0,0,1
1560,1560,1,7,1,1,0,1,1
5249,5249,1,8,4,1,0,0,0
1542,1542,1,8,4,1,0,1,1
8186,8186,1,7,1,1,1,1,0
266,266,0,8,2,0,0,0,1
3671,3671,0,7,3,1,1,1,1
3680,3680,1,6,2,1,1,0,1
6118,6118,1,8,3,1,0,0,0
123,123,1,8,2,1,0,0,0
6647,6647,1,8,2,0,1,1,1
5034,5034,1,8,1,0,1,1,0
545,545,1,6,10,0,0,0,0
1483,1483,1,7,3,1,0,1,0
1586,1586,0,7,5,0,0,0,1
4657,4657,1,7,2,0,0,1,1
6339,6339,0,8,3,1,1,0,0
3556,3556,1,6,6,1,0,1,1
5138,5138,1,8,3,0,0,0,0
4490,4490,1,6,6,0,1,1,0
3785,3785,0,7,4,1,0,0,1
2225,2225,1,7,4,0,0,1,0
3727,3727,0,6,5,0,1,0,0
7996,7996,1,7,2,1,1,0,0
8125,8125,0,6,2,0,1,0,0
7639,7639,0,8,1,1,1,0,0
63,63,1,6,4,1,0,1,1
5597,5597,0,8,6,1,1,1,0
4991,4991,1,8,6,0,0,1,1
304,304,0,9,4,0,1,0,1
4999,4999,1,8,2,0,0,0,1
789,789,0,9,0,0,0,1,1
6520,6520,1,9,3,0,1,1,0
5067,5067,1,8,1,1,0,1,0
1346,1346,0,7,9,1,0,1,0
5191,5191,1,8,4,0,1,1,0
1092,1092,1,6,7,1,0,1,0
1761,1761,0,8,2,1,1,0,0
758,758,1,8,7,1,0,1,0
563,563,0,9,12,1,1,0,1
7246,7246,0,9,1,0,1,0,0
5593,5593,1,7,6,0,0,0,0
345,345,1,8,2,1,1,1,1
7263,7263,1,9,1,0,1,1,1
1025,1025,1,7,7,1,1,0,0
3799,3799,0,6,1,0,0,0,1
7258,7258,0,9,0,0,1,0,0
8268,8268,1,6,2,1,1,0,0
38,38,1,8,5,1,0,0,0
3391,3391,1,6,3,0,1,1,0
2300,2300,1,7,5,1,1,0,0
674,674,1,6,4,1,0,0,0
4030,4030,0,8,1,0,0,1,0
2955,2955,1,7,5,0,1,1,0
7542,7542,1,7,2,1,1,0,0
3065,3065,1,6,5,0,0,1,1
6512,6512,1,9,3,0,1,1,1
1457,1457,0,7,2,0,1,1,1
7207,7207,0,9,1,1,1,1,0
6799,6799,1,8,3,0,1,1,0
5343,5343,0,9,4,1,1,0,0
1362,1362,0,7,5,1,1,1,1
5577,5577,1,9,4,0,0,0,0
2568,2568,0,6,3,0,0,0,1
2995,2995,1,7,3,0,0,1,0
8261,8261,1,6,0,1,1,1,0
7872,7872,1,8,1,0,1,0,0
3888,3888,1,7,1,1,1,1,1
3615,3615,1,8,2,0,0,0,1
1021,1021,1,8,10,1,1,0,0
1972,1972,1,7,4,1,1,1,0
2927,2927,0,7,2,0,0,0,1
835,835,0,9,17,1,0,1,1
5931,5931,0,9,1,1,0,1,0
6297,6297,0,9,2,1,0,1,0
5443,5443,1,7,6,0,1,1,0
7873,7873,1,6,0,0,1,0,0
2669,2669,1,7,2,0,0,0,1
7081,7081,0,9,0,1,1,0,1
6215,6215,0,7,3,0,0,0,0
1438,1438,0,6,7,1,0,1,1
4568,4568,0,7,6,0,1,1,0
3269,3269,1,7,2,1,0,0,0
4211,4211,0,6,4,1,1,1,0
3285,3285,1,6,4,0,1,0,0
3264,3264,1,6,2,0,1,0,1
1308,1308,1,8,1,1,0,0,0
2868,2868,0,6,4,0,1,0,1
410,410,0,8,2,0,1,1,0
6283,6283,0,6,5,0,0,0,0
7545,7545,1,8,1,0,1,1,0
6486,6486,0,7,1,0,0,0,0
6640,6640,0,9,0,1,1,0,1
3427,3427,0,6,4,1,1,0,0
1781,1781,1,7,2,1,0,1,1
5530,5530,0,7,6,1,0,1,0
4524,4524,0,7,7,0,0,1,1
285,285,0,7,2,1,1,0,1
4579,4579,0,6,5,0,1,0,1
539,539,1,8,11,1,0,1,1
3622,3622,0,8,3,0,0,0,0
2705,2705,1,7,5,1,1,0,0
1704,1704,0,8,5,1,1,1,0
727,727,0,8,5,0,0,1,1
2277,2277,0,6,5,1,1,1,1
909,909,1,7,5,0,0,1,0
7863,7863,0,7,1,0,1,1,0
2231,2231,1,6,2,1,0,0,1
2085,2085,1,7,2,1,0,1,1
1001,1001,1,8,16,0,0,0,0
388,388,0,7,4,0,0,1,0
330,330,0,8,4,0,0,1,0
1727,1727,1,7,4,1,0,1,0
4640,4640,0,8,7,1,1,0,1
1724,1724,1,8,1,0,0,0,1
8084,8084,1,6,2,0,1,1,0
66,66,1,6,5,1,1,1,0
3942,3942,1,8,6,1,0,0,1
5355,5355,1,7,3,0,0,0,0
2144,2144,0,7,2,0,0,1,1
5196,5196,0,6,2,0,0,1,0
1291,1291,0,8,7,1,1,0,0
3732,3732,0,8,3,1,0,1,0
2642,2642,1,7,2,1,1,0,0
5166,5166,1,6,4,0,0,0,0
4660,4660,1,6,2,1,0,0,1
2930,2930,0,7,4,0,1,1,0
1341,1341,0,8,5,1,1,0,0
3619,3619,0,6,2,1,1,0,1
324,324,0,7,4,0,1,0,0
7885,7885,1,7,0,0,1,0,0
7225,7225,1,8,0,0,1,0,1
7044,7044,0,8,2,1,1,1,0
4915,4915,1,7,2,0,0,1,1
2509,2509,1,6,4,0,0,0,0
4072,4072,0,6,4,1,1,0,1
3720,3720,0,8,7,1,0,0,1
4466,4466,1,6,6,0,1,0,0
6197,6197,1,7,1,0,0,0,0
2987,2987,0,7,4,1,1,1,0
3775,3775,0,7,6,1,0,1,1
4010,4010,0,8,3,1,0,1,1
7881,7881,1,7,0,1,1,0,0
5268,5268,1,9,6,0,1,0,0
4582,4582,1,7,6,1,0,0,0
5828,5828,1,9,3,0,0,0,0
1334,1334,1,6,8,0,0,0,1
2295,2295,1,7,3,1,1,1,0
757,757,1,6,18,1,0,1,1
3689,3689,0,8,5,1,1,1,1
813,813,2,6,3,1,1,1,0
1698,1698,0,8,4,0,1,0,0
5634,5634,1,6,5,1,0,1,0
6170,6170,0,9,2,1,1,0,0
2054,2054,0,7,4,0,1,1,1
7249,7249,0,8,0,1,1,0,1
428,428,0,9,4,1,1,0,1
5089,5089,1,7,6,0,0,0,0
4305,4305,1,8,6,1,0,0,1
7004,7004,0,9,0,0,1,0,1
2697,2697,1,7,2,0,0,1,1
4174,4174,1,7,7,0,0,1,1
1578,1578,0,8,3,1,0,1,0
40,40,1,6,2,1,0,0,1
3662,3662,0,6,6,1,0,0,0
777,777,2,6,4,0,0,0,1
6571,6571,0,8,1,1,0,0,1
405,405,1,7,5,1,1,1,0
7139,7139,1,9,1,0,1,1,0
7310,7310,0,8,2,0,1,0,0
7286,7286,1,8,1,1,1,0,1
7353,7353,0,9,0,0,1,0,1
3639,3639,1,6,3,1,1,0,0
956,956,1,7,3,1,0,1,0
4389,4389,0,7,2,0,0,0,0
2489,2489,1,7,2,1,0,0,0
788,788,1,9,4,0,0,0,1
3848,3848,0,8,4,1,1,1,0
2775,2775,0,6,3,0,1,1,1
6317,6317,1,6,1,0,1,1,0
8088,8088,1,6,2,1,1,1,0
5645,5645,0,8,6,1,0,0,0
8032,8032,1,6,2,1,1,1,0
6833,6833,0,8,3,1,0,1,0
2189,2189,1,7,5,0,0,0,1
647,647,1,9,15,0,1,0,1
2954,2954,1,6,3,1,1,1,0
7760,7760,1,7,2,0,1,1,0
2976,2976,0,7,2,0,1,0,0
776,776,1,7,6,1,1,1,1
5076,5076,0,7,1,1,1,1,0
7369,7369,0,9,2,1,1,0,0
2382,2382,0,6,5,0,0,0,0
1787,1787,0,8,2,1,0,0,0
3666,3666,1,6,4,0,1,0,0
2808,2808,1,6,2,0,1,1,0
7236,7236,1,9,1,0,1,1,1
629,629,2,9,11,1,0,1,1
716,716,0,7,6,1,0,1,1
5695,5695,0,7,5,1,0,0,0
1731,1731,1,8,5,0,1,0,1
444,444,0,6,3,0,0,0,1
5420,5420,1,6,5,0,1,1,0
4173,4173,1,6,3,1,1,1,1
1527,1527,1,8,1,1,1,1,0
3979,3979,1,6,3,1,1,1,1
2290,2290,0,6,2,0,0,1,0
5101,5101,0,6,4,0,0,1,0
1536,1536,1,7,3,0,1,1,0
7215,7215,0,8,0,1,1,1,1
2044,2044,0,7,4,1,0,0,0
4296,4296,1,6,5,0,0,1,0
7211,7211,1,9,1,0,1,1,1
4350,4350,0,6,7,0,1,1,0
5715,5715,1,8,1,1,0,0,0
6876,6876,1,8,0,0,1,1,1
4110,4110,0,6,4,1,1,0,1
5728,5728,0,6,2,1,0,1,0
4780,4780,1,8,4,1,0,1,0
5708,5708,1,7,2,0,1,0,0
937,937,2,7,6,1,1,0,0
7544,7544,0,7,0,0,1,0,0
2296,2296,0,7,4,0,0,0,1
4182,4182,0,6,2,0,0,0,1
645,645,0,7,1,0,1,1,1
5929,5929,0,7,5,1,1,1,0
5331,5331,0,9,3,1,0,1,0
2461,2461,0,7,5,1,1,0,1
2445,2445,1,7,5,1,0,0,1
4921,4921,0,6,6,0,1,1,0
3767,3767,1,6,5,0,0,1,0
4686,4686,1,6,3,0,0,0,1
3874,3874,0,6,3,0,0,1,1
684,684,0,6,18,1,1,1,1
2949,2949,1,6,5,1,1,1,0
4557,4557,1,8,5,0,1,1,0
8292,8292,1,8,1,0,1,0,0
2709,2709,1,6,4,0,1,0,0
6873,6873,0,8,3,1,1,0,1
5725,5725,1,9,2,0,0,1,0
1817,1817,1,7,3,0,1,1,0
2450,2450,1,7,5,0,1,1,1
723,723,2,7,3,1,1,1,0
1512,1512,1,8,4,0,0,0,1
2267,2267,0,6,3,1,1,0,1
5665,5665,0,7,4,0,0,1,0
1793,1793,1,8,4,1,1,1,1
953,953,1,8,12,0,0,0,0
44,44,1,7,3,0,0,1,0
8077,8077,1,6,2,1,1,0,0
7549,7549,0,7,2,1,1,1,0
5601,5601,1,9,1,1,0,0,0
6159,6159,1,8,1,0,0,0,0
6529,6529,1,8,0,0,0,0,0
4301,4301,1,7,6,0,0,1,1
2644,2644,1,7,4,1,1,1,1
6839,6839,1,9,2,1,0,0,1
845,845,0,7,4,0,1,0,0
8093,8093,1,8,1,0,1,0,0
5194,5194,1,7,1,0,0,0,0
2046,2046,0,7,5,0,0,1,0
48,48,0,8,4,1,1,1,1
5615,5615,1,7,2,1,1,0,0
5629,5629,1,7,6,1,0,0,0
193,193,1,9,3,1,0,1,0
2557,2557,0,6,3,0,1,0,1
6003,6003,1,6,4,0,0,0,0
6204,6204,1,8,5,1,0,1,0
3620,3620,1,8,1,0,1,1,1
6543,6543,1,8,2,0,0,0,1
6112,6112,1,7,6,1,1,0,0
116,116,0,7,2,1,0,0,1
726,726,1,6,1,1,1,1,1
5928,5928,0,6,3,1,0,0,0
963,963,0,6,6,0,1,1,0
1570,1570,1,7,4,0,0,0,1
8095,8095,1,8,0,0,1,0,0
6916,6916,0,9,1,1,1,1,0
2854,2854,0,7,2,1,0,1,0
5755,5755,1,6,5,0,0,0,0
135,135,0,6,2,0,1,0,1
8243,8243,1,6,2,1,1,0,0
2370,2370,1,6,4,0,1,1,1
779,779,0,9,0,0,1,1,1
4931,4931,0,7,1,1,1,1,1
2654,2654,0,7,4,0,1,0,1
635,635,0,9,9,1,0,0,1
4560,4560,0,7,4,1,0,0,0
5525,5525,1,8,6,1,1,1,0
5753,5753,0,9,3,1,1,1,0
7303,7303,1,8,1,1,1,1,1
5567,5567,0,6,2,1,0,0,0
7506,7506,1,7,1,0,1,0,0
1188,1188,1,8,5,1,0,0,0
301,301,0,9,3,1,0,1,0
1631,1631,0,8,5,1,1,0,1
1071,1071,0,8,9,1,1,0,1
3270,3270,1,7,3,1,1,0,0
824,824,0,8,5,0,1,0,1
4716,4716,0,8,5,0,1,1,0
5057,5057,1,9,5,0,0,1,0
1723,1723,1,7,4,0,0,0,0
1222,1222,0,6,2,0,0,0,1
2236,2236,0,6,3,1,1,0,0
2178,2178,0,6,4,0,0,0,0
3051,3051,0,6,2,0,0,0,1
8005,8005,0,6,1,1,1,1,0
6245,6245,0,6,3,0,1,0,0
2027,2027,1,6,2,0,1,1,0
7984,7984,1,7,0,0,1,1,0
6444,6444,0,7,1,0,1,1,0
3231,3231,1,6,5,1,1,1,0
7687,7687,1,8,2,1,1,1,0
2833,2833,1,6,3,0,0,1,1
3491,3491,1,7,3,1,0,0,1
7461,7461,0,8,0,0,1,0,1
1773,1773,0,8,2,1,1,0,0
5011,5011,1,9,4,1,1,0,0
2227,2227,1,7,2,0,0,0,1
2736,2736,0,6,5,1,0,0,0
7546,7546,1,7,0,0,1,1,0
2555,2555,1,7,2,0,1,0,0
7791,7791,0,7,1,0,1,1,0
5896,5896,1,9,4,0,1,0,0
1176,1176,0,7,0,0,1,0,0
7151,7151,0,9,1,0,1,1,0
4536,4536,0,8,3,1,1,0,0
7296,7296,1,9,0,0,1,1,0
6751,6751,1,8,2,0,0,1,1
3005,3005,1,7,4,1,0,1,1
1933,1933,0,8,4,0,0,1,1
5346,5346,0,6,6,1,0,0,0
4115,4115,1,7,1,1,1,0,1
6332,6332,1,7,3,0,0,0,0
2419,2419,1,7,5,1,0,0,0
7074,7074,0,9,2,1,1,1,0
6333,6333,1,7,1,0,0,0,0
538,538,0,9,20,0,0,1,0
7250,7250,0,8,2,0,1,0,0
1017,1017,0,8,1,0,0,1,1
8205,8205,0,7,1,0,1,0,0
8147,8147,0,7,2,0,1,1,0
5782,5782,1,7,6,0,0,0,0
1095,1095,0,7,4,1,1,0,1
4430,4430,1,6,6,0,0,0,1
492,492,1,9,2,0,1,0,1
6013,6013,0,6,5,0,1,0,0
4927,4927,1,8,4,1,1,0,0
7333,7333,0,9,2,1,1,1,1
5795,5795,0,6,4,0,0,1,0
3576,3576,0,7,6,1,0,1,0
7235,7235,1,8,0,1,1,1,1
6310,6310,1,9,3,0,0,1,0
4635,4635,0,7,6,1,1,1,1
2563,2563,1,7,5,0,1,1,0
4367,4367,0,6,6,0,0,0,1
8006,8006,0,8,1,0,1,0,0
2989,2989,0,7,5,0,1,1,0
4042,4042,0,6,4,1,1,0,0
1412,1412,1,8,7,1,1,1,1
3798,3798,1,6,3,1,0,1,1
6239,6239,0,9,3,0,0,0,0
6682,6682,1,8,3,1,1,1,0
968,968,1,6,10,1,1,1,1
4262,4262,0,7,7,0,1,1,0
6950,6950,0,9,0,1,1,1,0
3094,3094,1,6,5,0,1,0,1
7980,7980,1,8,1,1,1,0,0
3659,3659,1,7,7,0,1,1,0
4190,4190,1,8,2,0,0,0,1
2194,2194,0,6,3,0,1,1,0
783,783,2,9,16,0,0,1,1
6108,6108,0,9,3,1,0,1,0
3685,3685,0,7,7,0,0,0,1
6825,6825,0,9,1,0,0,1,0
1091,1091,0,8,10,1,1,0,0
8144,8144,0,6,1,0,1,0,0
2739,2739,0,7,3,1,1,1,1
3036,3036,1,7,4,1,1,1,1
784,784,2,9,18,0,0,0,1
4181,4181,1,7,5,1,1,0,1
5605,5605,1,6,6,1,0,0,0
4785,4785,0,7,3,0,0,1,1
5741,5741,0,8,2,1,1,1,0
74,74,0,9,4,0,0,1,0
2724,2724,0,6,5,1,1,1,1
694,694,0,6,15,0,0,1,0
3081,3081,1,6,2,0,0,1,0
7165,7165,1,9,0,0,1,0,1
5068,5068,1,8,6,0,1,0,0
1882,1882,1,7,5,1,0,0,0
6895,6895,0,9,2,0,1,0,0
3896,3896,1,6,5,1,0,1,1
182,182,0,6,5,0,0,1,0
1873,1873,0,7,4,1,1,0,1
6672,6672,0,9,2,0,0,1,1
4889,4889,0,8,4,1,1,0,1
5838,5838,1,6,4,1,1,0,0
2155,2155,1,6,3,0,0,1,1
461,461,0,6,3,1,1,1,1
1901,1901,0,7,2,0,0,0,0
5416,5416,0,7,2,1,0,1,0
2650,2650,0,7,4,1,0,1,1
6912,6912,0,9,3,1,0,1,0
147,147,0,8,2,1,1,0,0
1678,1678,0,8,5,0,0,0,0
4223,4223,1,7,2,1,1,0,1
8172,8172,1,7,0,1,1,0,0
5964,5964,0,8,3,0,0,0,0
5515,5515,0,8,5,1,0,0,0
2008,2008,0,7,3,0,1,0,0
885,885,2,6,6,1,0,1,0
3320,3320,1,6,2,0,0,0,1
7433,7433,0,8,1,0,1,1,1
1935,1935,0,7,4,1,0,0,1
1425,1425,1,6,1,0,0,1,0
5148,5148,0,7,1,0,0,1,0
8028,8028,1,6,1,0,1,1,0
6414,6414,0,8,5,0,1,1,0
25,25,1,9,4,0,0,0,0
4405,4405,0,7,5,0,1,0,1
7069,7069,1,9,2,0,1,0,0
5322,5322,1,9,6,1,1,0,0
1489,1489,1,8,7,1,0,1,0
2358,2358,0,7,3,1,1,0,0
4607,4607,1,8,1,1,0,0,1
3484,3484,1,6,5,1,1,0,1
7514,7514,0,8,0,1,1,0,0
3041,3041,0,7,2,1,0,0,0
4153,4153,0,6,7,0,1,1,0
3158,3158,0,6,5,1,0,0,0
4462,4462,1,7,5,0,0,1,0
5492,5492,1,7,2,0,1,0,0
4663,4663,1,8,1,0,0,1,1
418,418,1,9,3,0,0,1,1
3676,3676,0,8,4,0,0,1,0
6626,6626,0,8,1,0,0,1,1
7547,7547,0,6,2,0,1,0,0
3973,3973,1,8,2,0,0,0,1
6208,6208,0,6,4,1,0,1,0
4506,4506,0,8,3,0,0,0,0
6006,6006,0,8,6,1,1,1,0
344,344,1,8,2,1,1,0,1
3348,3348,1,6,3,1,0,0,0
7599,7599,0,6,0,0,1,0,0
1427,1427,0,7,3,0,0,1,1
4156,4156,1,6,2,0,0,1,1
5690,5690,0,9,6,0,1,1,0
3537,3537,0,8,4,0,0,0,1
5272,5272,1,8,1,0,0,0,0
3197,3197,1,6,3,1,0,0,0
1532,1532,1,7,2,0,1,1,0
6054,6054,1,8,6,0,1,1,0
7386,7386,0,8,1,0,1,1,0
2573,2573,1,6,5,1,0,1,0
3096,3096,1,7,5,1,1,1,0
5939,5939,1,9,3,1,1,1,0
4149,4149,1,7,5,1,1,1,1
8115,8115,1,6,1,1,1,1,0
5384,5384,1,9,1,0,1,1,0
5469,5469,1,7,1,1,1,1,0
447,447,1,6,3,1,1,1,1
8256,8256,1,6,2,1,1,0,0
3640,3640,0,6,4,1,1,0,1
5044,5044,1,8,1,0,0,0,0
245,245,0,7,3,1,0,1,0
4636,4636,0,7,1,1,0,0,0
7189,7189,1,9,1,1,1,1,1
4867,4867,0,7,6,1,0,1,0
996,996,1,8,8,0,1,1,1
6010,6010,0,6,2,1,1,1,0
1641,1641,0,8,1,0,0,0,0
5813,5813,0,8,4,1,1,1,0
3272,3272,1,7,2,0,0,1,0
4866,4866,0,7,1,0,1,0,0
