"Ordre";"IdPersona";"Sexe";"FranjaEdat";"Municipi";"DataAlta";"Estudiant";"Treballador";"Aturat";"Jubilat";"Derivats";"Voluntaris"
"888";"946";"D";"2";"SABADELL";"2014/11/04";"N";"Y";"N";"N";"4";"0"
"889";"947";"D";"2";"SABADELL";"2014/11/04";"N";"Y";"N";"N";"7";"0"
"890";"948";"H";"3";"SABADELL";"2012/11/04";"N";"N";"Y";"N";"3";"1"
"891";"949";"D";"1";"SABADELL";"2014/11/04";"N";"N";"Y";"N";"7";"0"
"892";"950";"D";"2";"SABADELL";"2014/11/06";"N";"N";"Y";"N";"7";"0"
"893";"951";"D";"1";"SABADELL";"2014/11/13";"Y";"N";"Y";"N";"5";"1"
"894";"952";"D";"3";"SABADELL";"2014/11/13";"N";"N";"Y";"N";"5";"1"
"895";"954";"H";"3";"SABADELL";"2014/11/13";"N";"N";"N";"Y";"5";"0"
"896";"955";"D";"2";"SABADELL";"2014/11/18";"N";"Y";"N";"N";"7";"0"
"897";"956";"D";"1";"SABADELL";"2014/11/25";"Y";"N";"N";"N";"5";"0"
"898";"957";"H";"3";"SABADELL";"2014/11/25";"N";"N";"N";"Y";"4";"1"
"899";"958";"D";"3";"SABADELL";"2014/11/26";"N";"Y";"N";"N";"4";"1"
"900";"959";"H";"1";"SABADELL";"2014/11/27";"N";"N";"N";"N";"4";"0"
"901";"960";"D";"3";"Sabadell";"2014/11/27";"N";"N";"Y";"N";"6";"0"
"902";"961";"D";"4";"SABADELL";"2014/11/27";"N";"N";"N";"Y";"4";"1"
"903";"962";"D";"1";"SABADELL";"2014/12/02";"N";"N";"Y";"N";"4";"0"
"904";"963";"H";"2";"CASTELLAR DEL VALLÈS";"2014/12/01";"N";"N";"Y";"N";"3";"1"
"905";"964";"D";"3";"SABADELL";"2014/12/02";"N";"Y";"N";"N";"5";"1"
"906";"965";"D";"4";"SABADELL";"2014/12/02";"N";"N";"N";"Y";"2";"0"
"907";"966";"D";"3";"SANT QUIRZE DEL VALLÈS";"2014/12/01";"N";"Y";"N";"N";"5";"0"
"908";"967";"H";"2";"SABADELL";"2014/12/09";"N";"N";"Y";"N";"2";"0"
"909";"968";"D";"2";"SABADELL";"2014/12/09";"N";"N";"Y";"N";"10";"1"
"910";"969";"D";"1";"SABADELL";"2014/12/09";"Y";"N";"N";"N";"8";"0"
"911";"970";"D";"3";"SABADELL";"2014/12/18";"N";"N";"Y";"N";"7";"0"
"912";"971";"H";"4";"SABADELL";"2015/01/13";"N";"N";"N";"Y";"2";"0"
"913";"972";"H";"4";"SABADELL";"2015/01/08";"N";"N";"N";"Y";"2";"0"
"914";"973";"H";"3";"SABADELL";"2015/01/13";"N";"N";"N";"Y";"4";"1"
"915";"974";"D";"1";"SABADELL";"2015/01/13";"Y";"N";"N";"N";"10";"0"
"916";"975";"D";"3";"SABADELL";"2015/01/13";"N";"Y";"N";"N";"2";"0"
"917";"976";"D";"1";"SABADELL";"2015/01/13";"N";"N";"Y";"N";"5";"0"
"918";"977";"H";"3";"MATADEPERA";"2015/01/15";"Y";"Y";"N";"N";"7";"0"
"919";"978";"D";"1";"SABADELL";"2015/02/16";"N";"N";"N";"N";"0";"0"
"920";"980";"H";"1";"SABADELL";"2015/02/16";"Y";"N";"N";"N";"8";"0"
"921";"981";"D";"4";"SABADELL";"2015/01/20";"N";"N";"N";"Y";"5";"1"
"922";"982";"D";"1";"SABADELL";"2015/01/20";"Y";"N";"N";"N";"5";"0"
"923";"983";"D";"3";"SABADELL";"2015/01/22";"N";"N";"N";"Y";"3";"0"
"924";"984";"D";"3";"SABADELL";"2015/01/22";"N";"N";"Y";"N";"6";"1"
"925";"985";"D";"1";"SABADELL";"2015/01/29";"Y";"Y";"N";"N";"6";"1"
"926";"986";"D";"1";"SABADELL";"2015/01/29";"Y";"Y";"N";"N";"6";"0"
"927";"987";"D";"3";"SABADELL";"2015/02/03";"N";"N";"N";"N";"0";"0"
"928";"988";"D";"2";"SABADELL";"2015/02/03";"Y";"Y";"N";"N";"10";"0"
"929";"989";"H";"3";"SABADELL";"2015/02/03";"N";"N";"N";"Y";"5";"1"
"930";"990";"D";"1";"SABADELL";"2015/02/12";"N";"N";"Y";"N";"5";"0"
"931";"991";"D";"1";"SANT QUIRZE DEL VALLÈS";"2015/02/16";"Y";"N";"N";"N";"7";"0"
"932";"992";"D";"1";"SABADELL";"2015/02/16";"Y";"N";"N";"N";"6";"0"
"933";"993";"D";"3";"SABADELL";"2015/02/17";"N";"N";"Y";"N";"5";"0"
"934";"994";"H";"3";"SABADELL";"2015/02/19";"N";"N";"Y";"N";"3";"0"
"935";"995";"D";"2";"SABADELL";"2015/02/19";"N";"N";"Y";"N";"4";"1"
"936";"996";"H";"3";"SABADELL";"2015/02/24";"N";"N";"Y";"N";"4";"0"
"937";"997";"H";"4";"SABADELL";"2015/02/26";"N";"N";"N";"Y";"8";"0"
"938";"998";"D";"3";"SABADELL";"2015/02/26";"N";"N";"Y";"N";"4";"0"
"939";"999";"H";"4";"SABADELL";"2015/02/26";"N";"N";"N";"Y";"4";"0"
"940";"1000";"H";"1";"SABADELL";"2015/03/05";"Y";"N";"N";"N";"5";"1"
"941";"1001";"H";"3";"SABADELL";"2015/03/03";"N";"N";"Y";"N";"4";"1"
"942";"1002";"H";"1";"SABADELL";"2015/03/03";"Y";"N";"N";"N";"4";"0"
"943";"1003";"D";"1";"SABADELL";"2015/03/03";"Y";"N";"N";"N";"4";"0"
"944";"1004";"D";"1";"SABADELL";"2015/03/05";"Y";"N";"N";"N";"2";"0"
"945";"1005";"H";"2";"SABADELL";"2015/03/09";"N";"Y";"N";"N";"0";"0"
"946";"1006";"H";"3";"SABADELL";"2015/03/09";"N";"N";"N";"Y";"0";"1"
"947";"1007";"D";"2";"SABADELL";"2015/03/09";"N";"N";"Y";"N";"1";"1"
"948";"1009";"D";"2";"TERRASSA";"2015/03/10";"N";"Y";"N";"N";"0";"0"
"949";"1010";"D";"1";"SABADELL";"2015/03/10";"Y";"N";"N";"N";"0";"0"
"950";"1011";"D";"2";"SABADELL";"2015/03/10";"N";"Y";"N";"N";"0";"0"
"951";"1012";"D";"1";"SABADELL";"2015/03/10";"Y";"N";"N";"N";"0";"0"
"952";"1013";"D";"2";"SABADELL";"2015/03/10";"N";"Y";"N";"N";"0";"0"
"953";"1014";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"Y";"0";"0"
"954";"1015";"D";"3";"SABADELL";"2015/03/10";"N";"N";"N";"Y";"0";"0"
"955";"1016";"D";"3";"SABADELL";"2015/03/09";"N";"Y";"N";"N";"5";"0"
"956";"1017";"D";"2";"SABADELL";"2015/03/09";"N";"N";"Y";"N";"8";"1"
"957";"1018";"H";"2";"TERRASSA";"2015/03/09";"N";"Y";"N";"N";"6";"0"
"958";"1021";"D";"3";"SABADELL";"2015/03/10";"N";"Y";"N";"N";"7";"0"
"959";"1022";"D";"3";"SABADELL";"2015/03/10";"N";"Y";"N";"N";"6";"0"
"960";"1023";"D";"3";"SABADELL";"2015/03/12";"N";"Y";"N";"N";"5";"0"
"961";"1024";"D";"3";"SABADELL";"2015/03/12";"N";"Y";"N";"N";"7";"0"
"962";"1025";"D";"2";"SABADELL";"2015/03/16";"N";"N";"Y";"N";"5";"0"
"963";"1026";"D";"3";"SABADELL";"2015/03/16";"N";"N";"Y";"N";"3";"0"
"964";"1027";"D";"3";"SABADELL";"2015/03/17";"N";"N";"N";"Y";"4";"0"
"965";"1028";"D";"1";"SABADELL";"2015/03/17";"Y";"N";"N";"N";"6";"0"
"966";"1029";"D";"1";"SABADELL";"2015/03/17";"N";"N";"Y";"N";"8";"0"
"967";"1031";"H";"2";"SABADELL";"2015/03/19";"Y";"Y";"N";"N";"4";"0"
"968";"1033";"D";"1";"SABADELL";"2015/03/24";"Y";"Y";"N";"N";"1";"1"
"969";"1034";"D";"1";"SABADELL";"2015/03/26";"Y";"Y";"N";"N";"6";"0"
"970";"1035";"D";"3";"BADIA DEL VALLÈS";"2015/03/26";"N";"N";"N";"Y";"4";"0"
"971";"1036";"D";"2";"SABADELL";"2015/04/07";"N";"N";"N";"N";"0";"0"
"972";"1037";"H";"1";"SABADELL";"2015/04/14";"N";"Y";"N";"N";"5";"0"
"973";"1039";"H";"2";"SABADELL";"2015/04/07";"Y";"Y";"N";"N";"3";"0"
"974";"1040";"H";"3";"SABADELL";"2015/04/07";"N";"Y";"N";"N";"3";"0"
"975";"1041";"D";"2";"SABADELL";"2015/04/14";"N";"N";"Y";"N";"5";"0"
"976";"1042";"D";"1";"SABADELL";"2015/04/15";"Y";"Y";"N";"N";"3";"0"
"977";"1043";"H";"3";"SABADELL";"2015/04/15";"N";"N";"Y";"N";"1";"1"
"978";"1044";"D";"1";"SABADELL";"2015/04/21";"Y";"N";"N";"N";"2";"0"
"979";"1045";"D";"3";"SABADELL";"2015/04/22";"N";"Y";"N";"N";"0";"0"
"980";"1046";"H";"2";"SABADELL";"2015/04/21";"N";"N";"N";"Y";"3";"4"
"981";"1047";"H";"2";"SABADELL";"2015/04/23";"N";"N";"Y";"N";"6";"0"
"982";"1048";"D";"3";"SABADELL";"2015/04/24";"N";"N";"Y";"N";"6";"1"
"983";"1049";"D";"2";"TERRASSA";"2015/04/28";"N";"Y";"N";"N";"2";"0"
"984";"1050";"D";"1";"SABADELL";"2015/04/28";"Y";"N";"N";"N";"4";"0"
"985";"1054";"D";"2";"SABADELL";"2015/04/29";"Y";"Y";"N";"N";"6";"0"
"986";"1055";"H";"1";"SABADELL";"2015/05/05";"Y";"N";"N";"N";"3";"0"
"987";"1056";"D";"1";"SABADELL";"2015/05/05";"Y";"N";"N";"N";"5";"2"
"988";"1057";"H";"3";"SANT QUIRZE DEL VALLÈS";"2015/05/06";"N";"N";"N";"Y";"6";"0"
"989";"1058";"D";"3";"SABADELL";"2015/05/08";"N";"N";"Y";"N";"0";"0"
"990";"1059";"D";"1";"SENTMENAT";"2015/05/12";"Y";"N";"N";"N";"0";"0"
"991";"1060";"D";"1";"SABADELL";"2015/05/12";"Y";"Y";"N";"N";"0";"0"
"992";"1061";"D";"3";"SABADELL";"2015/05/12";"N";"N";"Y";"N";"0";"0"
"993";"1062";"D";"3";"SABADELL";"2015/05/12";"N";"N";"N";"Y";"0";"0"
"994";"1063";"D";"1";"SABADELL";"2015/05/12";"Y";"N";"N";"N";"0";"0"
"995";"1064";"D";"1";"SABADELL";"2015/05/13";"Y";"N";"N";"N";"0";"0"
"996";"1065";"D";"3";"SABADELL";"2015/05/13";"N";"N";"Y";"N";"0";"0"
"997";"1066";"D";"3";"SABADELL";"2015/05/13";"N";"Y";"N";"N";"0";"0"
"998";"1067";"H";"3";"SABADELL";"2015/05/13";"N";"N";"N";"Y";"0";"0"
"999";"1068";"D";"3";"SABADELL";"2015/05/13";"N";"N";"Y";"N";"0";"0"
"1000";"1069";"D";"3";"SABADELL";"2015/05/13";"N";"N";"N";"Y";"0";"0"
"1001";"1070";"H";"3";"SABADELL";"2015/05/13";"N";"Y";"N";"N";"3";"0"
"1002";"1071";"D";"1";"SABADELL";"2015/05/19";"Y";"N";"N";"N";"1";"1"
"1003";"1072";"H";"1";"SABADELL";"2015/05/12";"Y";"N";"N";"N";"3";"1"
"1004";"1073";"D";"1";"SABADELL";"2015/05/18";"N";"N";"Y";"N";"5";"0"
"1005";"1074";"H";"1";"SABADELL";"2015/05/21";"Y";"N";"N";"N";"4";"0"
"1006";"1075";"D";"3";"SABADELL";"2015/05/21";"N";"N";"Y";"N";"7";"0"
"1007";"1076";"H";"2";"SABADELL";"2015/05/21";"Y";"N";"N";"Y";"4";"0"
"1008";"1077";"D";"1";"SABADELL";"2015/05/26";"Y";"N";"N";"N";"2";"0"
"1009";"1078";"D";"3";"SABADELL";"2015/05/27";"N";"Y";"N";"N";"6";"1"
"1010";"1079";"D";"3";"SABADELL";"2015/05/27";"N";"Y";"N";"N";"4";"1"
"1011";"1080";"D";"2";"SABADELL";"2015/06/02";"N";"N";"Y";"N";"6";"0"
"1012";"1081";"H";"3";"SABADELL";"2015/06/02";"N";"N";"N";"Y";"5";"0"
"1013";"1082";"H";"1";"SABADELL";"2015/06/02";"Y";"N";"N";"N";"4";"0"
"1014";"1083";"H";"3";"SABADELL";"2015/06/04";"N";"N";"N";"Y";"5";"0"
"1015";"1084";"H";"3";"SABADELL";"2015/06/09";"N";"Y";"N";"N";"5";"2"
"1016";"1085";"H";"2";"SABADELL";"2015/06/11";"N";"N";"Y";"N";"4";"2"
"1017";"1086";"D";"2";"SABADELL";"2015/06/11";"N";"N";"Y";"N";"6";"0"
"1018";"1087";"D";"1";"SABADELL";"2015/06/11";"Y";"N";"N";"N";"4";"2"
"1019";"1088";"D";"1";"BARBERÀ DEL VALLÈS";"2015/06/15";"Y";"N";"N";"N";"3";"0"
"1020";"1089";"D";"1";"SABADELL";"2015/06/15";"Y";"N";"N";"N";"4";"0"
"1021";"1090";"D";"1";"SABADELL";"2015/06/18";"Y";"N";"N";"N";"6";"0"
"1022";"1091";"H";"1";"SABADELL";"2015/06/16";"Y";"N";"N";"N";"3";"0"
"1023";"1092";"D";"2";"SABADELL";"2015/06/18";"Y";"N";"N";"N";"6";"0"
"1024";"1093";"D";"1";"BARBERÀ DEL VALLÈS";"2015/06/25";"Y";"N";"N";"N";"4";"0"
"1025";"1094";"D";"3";"SABADELL";"2015/06/25";"N";"N";"Y";"N";"7";"1"
"1026";"1095";"D";"2";"SABADELL";"2015/06/30";"N";"Y";"N";"N";"3";"0"
"1027";"1096";"D";"1";"SANT QUIRZE DEL VALLÈS";"2015/07/02";"Y";"N";"N";"N";"4";"0"
"1028";"1097";"D";"3";"BARBERÀ DEL VALLÈS";"2015/06/09";"N";"N";"Y";"N";"5";"1"
"1029";"1098";"H";"1";"SABADELL";"2015/07/08";"N";"Y";"N";"N";"5";"0"
"1030";"1099";"H";"1";"BARBERÀ DEL VALLÈS";"2015/07/09";"Y";"N";"N";"N";"3";"1"
"1031";"1100";"D";"3";"CERDANYOLA DEL VALLÈS";"2015/07/23";"N";"Y";"N";"N";"4";"0"
"1032";"1101";"D";"3";"SABADELL";"2015/07/23";"N";"Y";"N";"N";"3";"0"
"1033";"1102";"D";"2";"SABADELL";"2015/07/27";"Y";"N";"Y";"N";"2";"0"
"1034";"1103";"H";"1";"SABADELL";"2015/09/08";"N";"Y";"N";"N";"5";"0"
"1035";"1104";"D";"3";"SABADELL";"2015/09/09";"N";"N";"N";"Y";"3";"0"
"1036";"1105";"D";"1";"SABADELL";"2015/09/09";"Y";"Y";"N";"N";"6";"0"
"1037";"1108";"D";"3";"SABADELL";"2015/10/01";"N";"N";"N";"Y";"3";"0"
"1038";"1109";"D";"2";"SABADELL";"2015/10/01";"N";"Y";"N";"N";"3";"0"
"1039";"1110";"H";"2";"SABADELL";"2015/10/01";"N";"Y";"N";"N";"4";"0"
"1040";"1111";"H";"2";"SANT QUIRZE DEL VALLÈS";"2015/10/02";"N";"Y";"N";"N";"4";"0"
"1041";"1112";"D";"3";"SABADELL";"2015/10/02";"N";"N";"N";"Y";"2";"2"
"1042";"1114";"H";"3";"SABADELL";"2015/10/05";"N";"N";"N";"Y";"6";"0"
"1043";"1115";"D";"3";"SABADELL";"2015/10/05";"N";"N";"N";"Y";"4";"0"
"1044";"1116";"D";"3";"SABADELL";"2015/10/05";"N";"Y";"N";"N";"0";"0"
"1045";"1117";"D";"3";"SABADELL";"2015/10/05";"N";"Y";"N";"N";"3";"1"
"1046";"1118";"D";"3";"MATADEPERA";"2015/10/05";"N";"N";"Y";"N";"3";"1"
"1047";"1119";"D";"1";"SABADELL";"2015/10/06";"Y";"Y";"N";"N";"0";"0"
"1048";"1120";"D";"3";"CASTELLAR DEL VALLÈS";"2015/10/06";"N";"N";"Y";"N";"3";"0"
"1049";"1121";"D";"1";"SABADELL";"2015/10/06";"Y";"N";"N";"N";"7";"2"
"1050";"1122";"D";"1";"SABADELL";"2015/10/15";"Y";"Y";"N";"N";"5";"0"
"1051";"1123";"D";"1";"SABADELL";"2015/10/15";"Y";"N";"N";"N";"4";"0"
"1052";"1124";"H";"3";"SABADELL";"2015/10/15";"N";"Y";"N";"N";"2";"0"
"1053";"1125";"D";"3";"SABADELL";"2015/10/15";"N";"Y";"N";"N";"1";"0"
"1054";"1126";"D";"3";"SABADELL";"2015/10/07";"N";"Y";"N";"N";"1";"0"
"1055";"1127";"D";"3";"POLINYÀ";"2015/10/16";"N";"N";"Y";"N";"3";"0"
"1056";"1128";"D";"2";"SABADELL";"2015/10/16";"N";"Y";"N";"N";"8";"0"
"1057";"1129";"D";"1";"SABADELL";"2015/10/21";"Y";"Y";"N";"N";"5";"1"
"1058";"1130";"D";"3";"SANT LLORENÇ SAVALL";"2015/10/29";"N";"N";"Y";"N";"3";"0"
"1059";"1132";"D";"2";"SABADELL";"2015/11/02";"N";"Y";"N";"N";"4";"0"
"1060";"1133";"D";"3";"SABADELL";"2015/11/02";"N";"N";"N";"Y";"5";"3"
"1061";"1134";"D";"2";"SABADELL";"2015/11/02";"Y";"Y";"N";"N";"4";"0"
"1062";"1135";"D";"3";"SABADELL";"2015/11/02";"N";"N";"N";"Y";"4";"0"
"1063";"1136";"D";"4";"SABADELL";"2015/11/02";"N";"N";"N";"Y";"3";"0"
"1064";"1137";"D";"3";"SABADELL";"2015/11/02";"N";"Y";"N";"N";"3";"0"
"1065";"1138";"D";"2";"BADIA DEL VALLÈS";"2015/11/02";"N";"Y";"N";"N";"4";"0"
"1066";"1139";"D";"1";"SABADELL";"2015/11/02";"N";"N";"N";"N";"5";"1"
"1067";"1140";"D";"2";"SABADELL";"2015/11/02";"N";"Y";"N";"N";"5";"1"
"1068";"1141";"D";"1";"VILADECAVALLS";"2015/11/02";"Y";"N";"N";"N";"3";"0"
"1069";"1142";"D";"3";"SABADELL";"2015/11/02";"N";"Y";"N";"N";"4";"1"
"1070";"1143";"D";"1";"SANT CUGAT DEL VALLÈS";"2015/11/03";"Y";"N";"N";"N";"0";"0"
"1071";"1144";"D";"3";"SABADELL";"2015/11/03";"N";"Y";"N";"N";"0";"0"
"1072";"1145";"D";"3";"BARBERÀ DEL VALLÈS";"2015/11/03";"N";"Y";"N";"N";"0";"0"
"1073";"1146";"D";"3";"SABADELL";"2015/11/04";"N";"N";"Y";"N";"0";"0"
"1074";"1147";"D";"1";"CERDANYOLA DEL VALLÈS";"2015/11/09";"N";"N";"Y";"N";"0";"0"
"1075";"1148";"D";"3";"SABADELL";"2015/11/10";"N";"N";"N";"Y";"0";"0"
"1076";"1149";"D";"3";"SABADELL";"2015/11/10";"N";"N";"N";"Y";"0";"0"
"1077";"1150";"H";"1";"CERDANYOLA DEL VALLÈS";"2015/11/10";"Y";"N";"N";"N";"0";"0"
"1078";"1151";"H";"2";"SABADELL";"2015/11/10";"N";"N";"N";"Y";"0";"0"
"1079";"1152";"H";"3";"SABADELL";"2015/11/10";"N";"N";"N";"Y";"2";"1"
"1080";"1154";"D";"1";"SABADELL";"2015/11/13";"Y";"N";"N";"N";"5";"0"
"1081";"1155";"H";"3";"SABADELL";"2015/11/13";"N";"Y";"N";"N";"3";"0"
"1082";"1156";"D";"1";"SABADELL";"2015/11/16";"Y";"Y";"N";"N";"1";"0"
"1083";"1157";"H";"3";"CASTELLAR DEL VALLÈS";"2015/11/16";"N";"Y";"N";"N";"1";"0"
"1084";"1158";"D";"1";"SABADELL";"2015/11/16";"Y";"Y";"N";"N";"5";"0"
"1085";"1159";"D";"3";"SABADELL";"2015/11/26";"N";"N";"Y";"N";"4";"0"
"1086";"1160";"D";"1";"SABADELL";"2015/12/21";"Y";"N";"N";"N";"5";"0"
"1087";"1161";"D";"1";"SABADELL";"2015/12/21";"Y";"N";"N";"N";"4";"0"
"1088";"1162";"D";"3";"SABADELL";"2015/12/22";"N";"N";"N";"Y";"8";"2"
"1089";"1163";"D";"2";"SABADELL";"2015/12/22";"N";"Y";"N";"N";"7";"0"
"1090";"1164";"D";"1";"SABADELL";"2015/12/22";"N";"N";"Y";"N";"4";"0"
"1091";"1165";"D";"2";"SABADELL";"2015/12/22";"Y";"N";"N";"N";"4";"0"
"1092";"1166";"D";"1";"SABADELL";"2015/12/22";"Y";"Y";"N";"N";"5";"0"
"1093";"1167";"D";"1";"SABADELL";"2015/12/22";"Y";"N";"N";"N";"2";"0"
"1094";"1168";"D";"1";"SABADELL";"2015/12/22";"Y";"N";"N";"N";"3";"0"
"1095";"1169";"H";"2";"SABADELL";"2015/12/22";"Y";"N";"N";"N";"5";"0"
"1096";"1170";"H";"3";"SABADELL";"2015/12/22";"N";"N";"N";"Y";"0";"1"
"1097";"1171";"D";"2";"SABADELL";"2015/12/23";"N";"N";"Y";"N";"5";"0"
"1098";"1172";"H";"1";"CASTELLAR DEL VALLÈS";"2015/12/23";"Y";"N";"N";"N";"4";"1"
"1099";"1173";"D";"4";"SABADELL";"2015/12/23";"N";"N";"N";"Y";"4";"0"
"1100";"1174";"D";"2";"SABADELL";"2015/12/23";"N";"N";"Y";"N";"5";"0"
"1101";"1175";"D";"1";"SABADELL";"2015/12/23";"Y";"N";"N";"N";"3";"0"
"1102";"1176";"H";"2";"SABADELL";"2015/12/23";"N";"N";"N";"Y";"2";"0"
"1103";"1177";"H";"3";"SABADELL";"2015/12/23";"N";"N";"N";"Y";"6";"0"
"1104";"1178";"D";"3";"SABADELL";"2015/12/23";"N";"Y";"N";"N";"3";"0"
"1105";"1179";"D";"2";"SABADELL";"2015/12/23";"N";"Y";"N";"N";"6";"0"
"1106";"1180";"D";"3";"SABADELL";"2015/12/23";"N";"N";"Y";"N";"7";"0"
"1107";"1181";"D";"1";"SABADELL";"2015/12/23";"Y";"N";"N";"N";"4";"0"
"1108";"1182";"D";"1";"SABADELL";"2015/12/23";"Y";"N";"N";"N";"9";"1"
"1109";"1183";"H";"1";"SABADELL";"2015/12/31";"Y";"N";"N";"N";"3";"0"
"1110";"1184";"D";"1";"SABADELL";"2016/01/22";"Y";"N";"N";"N";"3";"1"
"1111";"1185";"H";"3";"SABADELL";"2016/01/22";"N";"N";"N";"Y";"4";"0"
"1112";"1186";"D";"3";"SABADELL";"2016/01/22";"N";"N";"N";"Y";"3";"0"
"1113";"1187";"H";"3";"SABADELL";"2016/01/22";"N";"N";"N";"Y";"2";"0"
"1114";"1188";"D";"3";"SABADELL";"2016/01/27";"N";"Y";"N";"N";"2";"0"
"1115";"1189";"H";"3";"SABADELL";"2016/01/27";"N";"N";"Y";"N";"2";"1"
"1116";"1190";"D";"3";"SABADELL";"2016/01/27";"N";"N";"Y";"N";"9";"0"
"1117";"1191";"H";"3";"SABADELL";"2016/01/27";"N";"N";"N";"Y";"0";"0"
"1118";"1192";"H";"3";"SANT QUIRZE DEL VALLÈS";"2016/03/17";"N";"N";"N";"Y";"3";"0"
"1119";"1193";"D";"2";"SABADELL";"2016/03/17";"N";"Y";"N";"N";"0";"0"
"1120";"1194";"H";"1";"SABADELL";"2016/03/17";"N";"N";"Y";"N";"4";"0"
"1121";"1195";"H";"1";"SABADELL";"2016/04/05";"N";"N";"Y";"N";"5";"1"
"1122";"1196";"D";"3";"SABADELL";"2016/04/05";"N";"N";"Y";"N";"4";"0"
"1123";"1197";"D";"2";"SABADELL";"2016/04/05";"Y";"N";"N";"N";"11";"1"
"1124";"1198";"D";"3";"SABADELL";"2016/04/05";"N";"N";"Y";"N";"5";"0"
"1125";"1199";"H";"2";"SABADELL";"2016/04/05";"N";"N";"Y";"N";"5";"1"
"1126";"1200";"D";"1";"SABADELL";"2016/04/05";"Y";"N";"N";"N";"5";"0"
"1127";"1201";"D";"3";"SENTMENAT";"2016/04/11";"N";"N";"Y";"N";"2";"0"
"1128";"1202";"D";"1";"SABADELL";"2016/04/11";"Y";"N";"N";"N";"3";"0"
"1129";"1203";"D";"1";"SABADELL";"2016/04/11";"N";"Y";"N";"N";"2";"0"
"1130";"1204";"H";"3";"SABADELL";"2016/04/11";"N";"N";"N";"Y";"2";"0"
"1131";"1205";"H";"3";"SABADELL";"2016/04/27";"N";"N";"N";"Y";"2";"0"
"1132";"1206";"D";"3";"SABADELL";"2016/04/27";"N";"Y";"N";"N";"3";"0"
"1133";"1207";"D";"3";"SABADELL";"2016/05/10";"N";"N";"Y";"N";"5";"1"
"1134";"1208";"H";"3";"SABADELL";"2016/05/10";"N";"N";"N";"Y";"6";"0"
"1135";"1209";"H";"2";"SABADELL";"2016/05/10";"N";"N";"Y";"N";"1";"0"
"1136";"1210";"D";"3";"SABADELL";"2016/05/10";"N";"N";"N";"Y";"3";"0"
"1137";"1211";"D";"3";"SABADELL";"2016/05/10";"N";"N";"N";"Y";"8";"0"
"1138";"1213";"H";"3";"SABADELL";"2016/05/10";"N";"N";"Y";"N";"4";"0"
"1139";"1214";"D";"2";"SABADELL";"2016/05/10";"N";"Y";"N";"N";"5";"0"
"1140";"1215";"D";"2";"SABADELL";"2016/05/10";"N";"N";"Y";"N";"6";"0"
"1141";"1216";"D";"3";"SABADELL";"2016/05/10";"Y";"N";"Y";"N";"2";"0"
"1142";"1217";"D";"1";"SABADELL";"2016/05/10";"Y";"N";"N";"N";"5";"0"
"1143";"1218";"D";"3";"SABADELL";"2016/05/26";"N";"N";"N";"Y";"5";"0"
"1144";"1219";"H";"2";"SABADELL";"2016/05/26";"N";"Y";"N";"N";"4";"0"
"1145";"1220";"H";"3";"RIALP";"2016/05/26";"N";"N";"Y";"N";"5";"0"
"1146";"1221";"D";"1";"SABADELL";"2016/05/26";"Y";"Y";"N";"N";"0";"1"
"1147";"1222";"D";"2";"SABADELL";"2016/05/26";"N";"N";"Y";"N";"0";"0"
"1148";"1223";"D";"3";"SABADELL";"2016/05/26";"Y";"Y";"N";"N";"0";"0"
"1149";"1224";"D";"3";"SABADELL";"2016/05/26";"N";"Y";"N";"N";"0";"0"
"1150";"1225";"H";"3";"SABADELL";"2016/05/26";"N";"Y";"N";"N";"0";"0"
"1151";"1226";"H";"4";"SABADELL";"2016/05/26";"N";"N";"N";"Y";"0";"0"
"1152";"1227";"D";"4";"SABADELL";"2016/05/26";"N";"N";"N";"Y";"0";"0"
"1153";"1228";"H";"3";"SABADELL";"2016/05/26";"N";"N";"N";"Y";"0";"0"
"1154";"1229";"D";"2";"SABADELL";"2016/05/26";"N";"Y";"N";"N";"7";"0"
"1155";"1230";"D";"2";"SABADELL";"2016/06/06";"N";"Y";"N";"N";"6";"0"
"1156";"1231";"D";"2";"SABADELL";"2016/06/10";"Y";"Y";"N";"N";"4";"0"
"1157";"1232";"D";"2";"SABADELL";"2016/06/10";"Y";"Y";"N";"N";"3";"0"
"1158";"1233";"D";"2";"SABADELL";"2016/06/15";"N";"Y";"N";"N";"4";"0"
"1159";"1234";"D";"2";"SABADELL";"2016/06/15";"N";"N";"N";"Y";"4";"0"
"1160";"1235";"H";"2";"SANT QUIRZE DEL VALLÈS";"2016/06/15";"N";"N";"N";"Y";"3";"0"
"1161";"1236";"H";"3";"SABADELL";"2016/06/15";"N";"N";"Y";"N";"6";"1"
"1162";"1237";"D";"2";"SABADELL";"2016/06/16";"N";"N";"Y";"N";"0";"0"
"1163";"1238";"H";"2";"SABADELL";"2016/06/16";"N";"N";"N";"Y";"7";"0"
"1164";"1239";"D";"3";"SABADELL";"2016/06/16";"N";"N";"Y";"N";"5";"0"
"1165";"1240";"D";"4";"SABADELL";"2016/06/16";"N";"N";"N";"Y";"4";"0"
"1166";"1241";"D";"3";"SABADELL";"2016/06/16";"N";"Y";"N";"N";"5";"0"
"1167";"1242";"D";"2";"SABADELL";"2016/06/16";"N";"Y";"N";"N";"2";"0"
"1168";"1243";"D";"2";"TERRASSA";"2016/06/16";"Y";"N";"N";"N";"4";"0"
